Topic 0 ,Topic 1 ,Topic 2 ,Topic 3 ,Topic 4 
0.7390778106857847,0.22030534376659142,0.013714941878240818,0.013394872464086077,0.013507031205297008
0.9453980755092182,0.013778902629882859,0.013647851459774788,0.013538584758597321,0.013636585642526778
0.9495535789949598,0.012690907389538302,0.012621287714169507,0.012572733410439952,0.012561492490892303
0.5045491817530199,0.46784827729105055,0.009313825932213086,0.009134215073731699,0.009154499949984731
0.0098439867153591,0.24092010367558833,0.009602781561681966,0.7300627260381701,0.009570402009200434
0.775702422162092,0.0050825590294665225,0.005167486792998325,0.20894144281804947,0.005106089197393711
0.6377753402228309,0.3431116852881664,0.006407683331105278,0.006368483228661681,0.006336807929235856
0.01581562891789613,0.015857946658346146,0.6716201315397442,0.015677946723588423,0.28102834616042505
0.0137244086076908,0.726770152791455,0.2325411047036735,0.013441691070677126,0.013522642826503662
0.4048119760464694,0.006884221726579996,0.006779020129888863,0.3519533334939716,0.2295714486030901
0.34888547740808296,0.6005370413655843,0.017092023360530884,0.016734753191961677,0.016750704673840162
0.05600896720666339,0.6022487299674603,0.0017065641588639498,0.0017266873998457487,0.33830905126716676
0.568994770209284,0.010153747678357151,0.40063196930677564,0.010114864518427283,0.01010464828715586
0.004265507685402473,0.3425380803155814,0.11509751652314962,0.5338816213937309,0.00421727408213553
0.2587300920951956,0.22387745610548887,0.0047714277624560245,0.2911254608193235,0.2214955632175361
0.2893759927221227,0.011381978836784707,0.6766184559426924,0.011328809022025254,0.01129476347637502
0.9570021087041664,0.010841427669432819,0.01098628493317203,0.010573665788948614,0.010596512904280382
0.002192636857046724,0.1506361452044272,0.002204321535506161,0.8427713279755406,0.0021955684274794665
0.39788113509000483,0.28145749127244196,0.012797974888630305,0.29528015740813107,0.012583241340791812
0.9421747949115387,0.014695755388200652,0.014436252913788064,0.014354131976859572,0.01433906480961305
0.7596703528037531,0.007044774748217702,0.0070101850177895,0.007015254201566393,0.21925943322867325
0.36017654721991826,0.4650438714965597,0.012311985320250303,0.1505660679781342,0.011901527985137654
0.0035178695579643,0.2014013649959918,0.003496626439907149,0.7171171624636978,0.07446697654243889
0.00894899789567589,0.5577387002091059,0.3212253851507026,0.10310548909101952,0.008981427653496165
0.9572147354010482,0.01077517845516292,0.010756247561984256,0.010621203482253084,0.01063263509955139
0.9591895548814054,0.010225422225650493,0.010148515809326953,0.010194241478736498,0.010242265604880375
0.013790854009501124,0.9456119587381204,0.013607396469648751,0.013501797862368718,0.013487992920360953
0.36572657684249793,0.012169610121011818,0.011910723418219447,0.5982206092965241,0.011972480321746852
0.30764550368653326,0.010861607930280015,0.3231206774179409,0.010657167957589697,0.34771504300765604
0.6870220800793817,0.012089723687572823,0.012147126047183463,0.2767613506151385,0.01197971957072348
0.013825625123282621,0.19107326592022525,0.013632424270096864,0.7679805333692596,0.013488151317135624
0.30533408994393235,0.018678046445287623,0.01836562002337536,0.6391481534140088,0.018474090173395775
0.5855488201081335,0.007350887483760722,0.39262276332768054,0.007255730644351382,0.007221798436073935
0.00790849144483002,0.6885612715456592,0.007828966665760011,0.28792754515190083,0.0077737251918500614
0.6410081656443121,0.010297436657636643,0.0102979237171388,0.01015143600749386,0.32824503797341853
0.7554620201330662,0.011473155472966427,0.011463119358254963,0.01145564181760899,0.21014606321810334
0.35122785462219386,0.3567788215035855,0.011938051144248263,0.26809272162921954,0.011962551100752889
0.012059251305390317,0.5882734516638636,0.37579934021745354,0.011849665828731709,0.01201829098456108
0.9545623720756501,0.011331471032315469,0.011305748352124681,0.011178503026555774,0.011621905513354045
0.9461307974530947,0.013497395215555192,0.0134199167087634,0.013468176813368832,0.013483713809217982
0.9544626781442017,0.011543361644124788,0.01126575911003957,0.011374417345863759,0.011353783755770138
0.9420496597942223,0.014519935540422094,0.014559716019006701,0.014491357061879968,0.014379331584469118
0.36690714274846437,0.15779215829029875,0.44589907387887223,0.014901192315226127,0.01450043276713849
0.9522011641003952,0.01205175237896728,0.011955852395357833,0.011912859654943505,0.011878371470336303
0.8383545180376198,0.010704274540301194,0.12955938928911348,0.010788310276265105,0.010593507856700388
0.8356224543790447,0.010735150466902696,0.01078545313446712,0.01083893822427592,0.13201800379530942
0.9516155321724891,0.012073113515944091,0.012190799066916792,0.011959066563374796,0.012161488681275546
0.9418216760345481,0.014593435564976455,0.014532718414403407,0.014539720833763118,0.014512449152308754
0.9514445851159546,0.011961300830597488,0.012187984817449041,0.012374954717377044,0.012031174518621962
0.008787999020641939,0.008945049838819141,0.008720720222112996,0.00880269920125537,0.9647435317171705
0.01865212316952759,0.9261056881194691,0.01848420922564125,0.01837695821048871,0.018381021274873545
0.859265520313499,0.012798289123789941,0.012642446180110744,0.10226876036719061,0.013024984015409774
0.5603979750395045,0.01287578582521896,0.4010469719511229,0.012644148179958651,0.013035119004195083
0.9589211513828272,0.010281804805120177,0.010123314601507245,0.010142594304261645,0.01053113490628369
0.8034786130341831,0.012004565762435391,0.011898192672476904,0.012018327519409691,0.16060030101149497
0.5235189390970572,0.009385968174572643,0.009287993588612565,0.009249198828760814,0.4485579003109968
0.8846219833203479,0.012738080556611582,0.01283960791172316,0.07707085193745832,0.01272947627385916
0.013779769394699113,0.8627894678950284,0.013830302124891215,0.09593303590339344,0.01366742468198782
0.9522315536712397,0.012046996608163512,0.012011066496603884,0.011854071093010047,0.011856312130983022
0.9453810581569426,0.013798530129927298,0.013483517722118026,0.013574870896506483,0.01376202309450549
0.9421813210887646,0.014492446501332313,0.014427336463658066,0.01441235908945758,0.01448653685678744
0.3670886640517937,0.008467270287309966,0.008420068637802541,0.3769272618708635,0.23909673515223023
0.7855114248330407,0.010155262536473442,0.010163408518192482,0.010227165879125876,0.18394273823316745
0.9378284842567841,0.01563775012250133,0.015511916182688412,0.015490289962225215,0.015531559475800833
0.9547884963746767,0.01130578466935009,0.011331714361637792,0.011324303817904112,0.01124970077643141
0.93763493517027,0.015629522499694123,0.01570366745912355,0.015507957424917505,0.015523917445994769
0.9460710844693729,0.013555919226670042,0.013485618035209519,0.01343267874924799,0.013454699519499607
0.6830523219575197,0.012715226555062412,0.012736380722550235,0.27861738591328183,0.012878684851585834
0.9455607579318239,0.013576528098757873,0.013482147415957895,0.013474004293920767,0.01390656225953947
0.9520535011232412,0.011946321379672583,0.011929616321777987,0.011870885058979288,0.01219967611632911
0.7690481722647138,0.19701065094681255,0.011414338406119552,0.01126394643891896,0.011262891943435122
0.685523250720239,0.012824722241959479,0.27653495556987906,0.012547292235581315,0.012569779232341156
0.9459794888078161,0.013512063095133602,0.013654461619403665,0.013393543464979363,0.013460443012667307
0.7178526876651268,0.24119202501250656,0.013750337856094197,0.013471629094323045,0.013733320371949425
0.49764297282448977,0.2963323136139885,0.18547374185451568,0.010110563629201335,0.010440408077804664
0.013735171559485502,0.8345447947215701,0.013607601316505678,0.12471050270400381,0.013401929698435
0.7822344569799864,0.011977705282459807,0.011957194779604713,0.011868855783208367,0.1819617871747406
0.9628881963728194,0.009339180275541677,0.009214695284646877,0.009164165802892121,0.009393762264099942
0.9747882585913972,0.006203376056909764,0.006198002285381595,0.006483059800686077,0.006327303265625321
0.9421394379291843,0.014498333431780195,0.0144418725195909,0.014391020360669107,0.014529335758775404
0.9494489154395249,0.012668490951093559,0.012627071511042738,0.012602774194902105,0.012652747903436656
0.9588534672851922,0.010256416059598922,0.010213160261762768,0.010598572037324148,0.01007838435612191
0.7168056219436123,0.00975806672532512,0.009721064217609914,0.00962204733770457,0.25409319977574807
0.9661255254682412,0.008512670017968975,0.008497424642640238,0.008446869298773467,0.008417510572376007
0.6128079931074566,0.015747742978449723,0.1365702514175901,0.015845386336974646,0.21902862615952884
0.9546465909136296,0.011326371072017581,0.011291205677673026,0.011501582143824917,0.011234250192854818
0.9484540352845313,0.01282037785567703,0.012822181806835094,0.012761253369487354,0.013142151683469164
0.9421923339004257,0.01449680232643771,0.014532418664897536,0.014387765254569454,0.014390679853669727
0.9459337716838385,0.013541502782374511,0.013559757054885544,0.013467745505857113,0.013497222973044242
0.7204828959415821,0.01589394466752068,0.01602987232594191,0.015698182439461018,0.23189510462549429
0.9489153522246153,0.01277680347525391,0.012662418765496595,0.012650864118584869,0.012994561416049315
0.9367166509474371,0.015993205188725282,0.01586023565178862,0.015505097559575768,0.01592481065247328
0.9458646065854895,0.013565934406616385,0.013581894661928426,0.013522555261431009,0.013465009084534626
0.9460411762214206,0.013564072990236986,0.01350848265080857,0.013487742505580502,0.013398525631953272
0.9523768434813872,0.011941932130934184,0.011885161694568297,0.011877566644703696,0.011918496048406668
0.5686492083574979,0.010790760568445868,0.39868728540771353,0.010895470601513541,0.010977275064828944
0.9369937791902828,0.01584049810329713,0.015933725701123384,0.015529969517552861,0.01570202748774364
0.6641411487204654,0.01455598071537861,0.01445113252306981,0.014428345032700324,0.29242339300838593
0.9610854556562951,0.009753694608449872,0.009707692334614222,0.009716336018264209,0.009736821382376536
0.9456901031675244,0.01358097398228439,0.013488367736720653,0.01372070622964627,0.013519848883824315
0.9456737651379602,0.013786193905544803,0.01367084313017638,0.013422098233501203,0.013447099592817481
0.29318826676817467,0.1757369852569756,0.003806248287331549,0.3094295623328759,0.21783893735464221
0.954604553133721,0.011240242249963868,0.01127646343340852,0.011332607356642014,0.011546133826264477
0.8278490512329344,0.012758866973099204,0.012666842445047552,0.012618869182035803,0.13410637016688298
0.2721140015737764,0.012650779046186306,0.6893236712944003,0.013133315760313442,0.012778232325323616
0.94011397445026,0.015396212270916223,0.014756281388488434,0.014549188708645775,0.015184343181689654
0.011505747233099663,0.011491832856637452,0.9544009407530177,0.011433643323148208,0.011167835834097126
0.6345964327541037,0.3293102137999067,0.012090677931399573,0.011925560322141213,0.012077115192448631
0.9687817934750739,0.007887088037601454,0.007784059540412517,0.007812399390291256,0.0077346595566208905
0.9518911966049202,0.012031528181260714,0.012120058401761514,0.011968557863527183,0.011988658948530328
0.3578534738258263,0.014569395394590894,0.014580347742005449,0.1996918213191284,0.41330496171844905
0.9460639069359303,0.013455035879216962,0.013600356181040985,0.01339588140037638,0.013484819603435323
0.9516174702152654,0.01202197532198938,0.011941184901130943,0.012069482791682386,0.012349886769931828
0.9424002782403665,0.014463001935946329,0.014396133988714581,0.014365663779972854,0.014374922054999618
0.9548010486314749,0.011352568601939471,0.011327366570047672,0.011204315321624426,0.011314700874913612
0.9453935701142441,0.013689565375945735,0.01369343098137859,0.013604134302858192,0.013619299225573433
0.9517555275175343,0.012096999518946822,0.012156098989525532,0.011911369626818165,0.012080004347175185
0.6084242650796023,0.010146267466697577,0.20246169005226097,0.010048412111071105,0.16891936529036808
0.01716574440716811,0.016882167208367202,0.9322825385013263,0.0167604112108598,0.01690913867227862
0.9415712716953414,0.014612956644890918,0.01445898056251395,0.014460490141827282,0.014896300955426468
0.9453442428364989,0.013515881684789937,0.013486322660966128,0.01343550232094455,0.014218050496800515
0.012816151934064796,0.9490943494112359,0.012654597898817035,0.012598908679517186,0.012835992076365
0.9491961624739262,0.012830748243646568,0.012727987221987449,0.012629766965015953,0.0126153350954239
0.659432557701399,0.011427329955216295,0.01125229422354607,0.01129135635857412,0.30659646176126465
0.012888758795357355,0.948838487105202,0.012745129716404825,0.012622119884669691,0.012905504498366041
0.013693104478332649,0.9456507799965429,0.013595892791771749,0.013587052189175589,0.013473170544177217
0.9370524271209686,0.015876450502850067,0.015796238929512315,0.015592640239371715,0.015682243207297254
0.013711643187198313,0.0138779660996019,0.9455209671530057,0.013456537967867995,0.013432885592326034
0.9490204592747307,0.012699832334374486,0.01269681653472035,0.012867710291026109,0.01271518156514856
0.6007131395506361,0.2097716700183188,0.017161155146799376,0.017240476376859215,0.15511355890738632
0.5337224861271656,0.01148453673967477,0.29621646098557347,0.011161523425664644,0.1474149927219216
0.9490982350579443,0.012768638776888903,0.01286179490830423,0.012618511391668138,0.012652819865194304
0.6713086860547477,0.01379098355929991,0.2879659762510579,0.013450986758025021,0.013483367376869579
0.5968659370385014,0.007873766622528628,0.007867578430786167,0.007898803267535462,0.37949391464064847
0.5086003707719858,0.3195773077965657,0.14483835286200003,0.013444288096225417,0.0135396804732231
0.5994981661070897,0.01299115055134486,0.3618330209485675,0.012947910977488411,0.012729751415509572
0.9415003254993091,0.014495280890822642,0.014602136196542539,0.014775751969422997,0.01462650544390289
0.9454263247661469,0.013700831083556641,0.013717534145870364,0.013660804943127828,0.013494505061298314
0.9416470126251335,0.01456724875684045,0.014544309423652733,0.014857289661683502,0.014384139532689803
0.06969890353202253,0.6790763684420582,0.13331262619411352,0.11646481924774099,0.0014472825840646322
0.2477091145083268,0.6969648385093815,0.018661529855060817,0.01823182449389753,0.018432692633333303
0.9417374526801927,0.014652697751611116,0.01475345544277411,0.014446576129248098,0.014409817996173958
0.8414572906787758,0.013584392174917269,0.013480439236209747,0.11806352052787823,0.013414357382219059
0.012088981979498445,0.9523674809018862,0.01190026014879328,0.011823776779821214,0.01181950019000097
0.20353014425160296,0.7584661626575186,0.01280904297055521,0.01255872935239376,0.012635920767929422
0.012180670946663794,0.7709523093458658,0.19277211862547972,0.012201366407007634,0.011893534674983023
0.9420110599752866,0.014533578267126028,0.014543768157302378,0.014552919967650105,0.014358673632634962
0.32774833662401753,0.6446306701432025,0.009237174007868339,0.009163599798260523,0.009220219426651048
0.010803686995966446,0.4002187996326081,0.010860318793828184,0.010651165153681976,0.5674660294239153
0.013724999909906095,0.945639246771067,0.013786816113212703,0.013362839428900446,0.013486097776913685
0.010166576356923036,0.9592137478027268,0.01012122710289144,0.010141005701697023,0.010357443035761601
0.010286221439112926,0.9593144070032674,0.010227592467778367,0.010093025776598727,0.010078753313242582
0.94206805097902,0.014582936756491225,0.014597208797035343,0.01438066923235403,0.014371134235099357
0.9258740635652574,0.0186640384916252,0.01854359531150016,0.018544200407332966,0.018374102224284355
0.0822992332679271,0.3452988409760396,0.006754903950426043,0.22056554780268325,0.345081474002924
0.012940354112197456,0.9489872965679916,0.012850327411247685,0.012576939373085615,0.012645082535477602
0.19197034958063788,0.4154513396363751,0.19148308342312223,0.19786354612133605,0.00323168123852869
0.46235601123045467,0.501550595332969,0.011966265816958052,0.011874396162469481,0.012252731457148853
0.334556441167005,0.335431934188195,0.003352047732376657,0.1452307526417544,0.18142882427066895
0.0802216532194333,0.6785133593241182,0.09618129600148848,0.142532454967798,0.00255123648716205
0.02940828444888312,0.8838280437890141,0.02914645549966569,0.028807084811669346,0.028810131450767558
0.0030387660714538255,0.7786495005634654,0.060850689523642934,0.12558228101625826,0.03187876282517943
0.20259624629082315,0.3024395736961859,0.4722939716239836,0.01138578904576073,0.011284419343246577
0.44315969833982366,0.5010055616713399,0.018406079351880173,0.01888009842861212,0.018548562208344097
0.6094840964700512,0.013825847064820767,0.34991617446211104,0.01339692563163408,0.013376956371382845
0.01372027112055931,0.16002167930856825,0.7993529904538781,0.01342159732061531,0.01348346179637912
0.3144025709452202,0.38252114564384354,0.0063660933638464345,0.29028730863434377,0.006422881412746047
0.40868115948140893,0.5296372755896777,0.021188421218509237,0.020184300328775474,0.02030884338162847
0.9317011050345413,0.01708821008397395,0.017012851614379966,0.017071155349613707,0.01712667791749113
0.00538818060479097,0.5676392738333336,0.25405319321168685,0.16751448169874453,0.005404870651444256
0.3211621539149111,0.011991363912261542,0.012170447147285041,0.011830085746149337,0.642845949279393
0.009332823480626652,0.6919192081365292,0.2799818875541007,0.009235283707180549,0.00953079712156285
0.17498232803549232,0.4359530644641204,0.13904378873260653,0.10232710762542167,0.14769371114235896
0.002561530099058505,0.762898413101427,0.0025487059181793083,0.0025197063589966055,0.22947164452233867
0.006808826018204364,0.44005375321101653,0.23308369399854237,0.006731974689589805,0.31332175208264695
0.941868943367603,0.014724454077017717,0.01450163301716413,0.01446638096595838,0.014438588572256807
0.029087985379620415,0.8847900836990946,0.028770647155691782,0.0286306840471251,0.028720599718468024
0.270209198901641,0.48494698254013585,0.23606272128193417,0.004391339607061396,0.0043897576692275885
0.03422592145276295,0.8652268642518541,0.03365249371390119,0.03338272183181021,0.03351199874967163
0.004271479910080017,0.813964483063398,0.004251197839237231,0.17325072416236068,0.004262115024924293
0.7204263024406052,0.23285209704869386,0.015649786418265213,0.015418475083439022,0.01565333900899656
0.022650531993080824,0.9101408439718266,0.022370914961796055,0.022395328596257057,0.022442380477039545
0.016998021204551215,0.932653050405435,0.01689243196635299,0.016737916691785815,0.016718579731875034
0.4512148059970472,0.47347755365667976,0.025170527943588244,0.02509376815435504,0.025043344248329654
0.39278897680292657,0.5522066730341172,0.018434010386952426,0.01827147403366597,0.018298865742337838
0.9459283402806108,0.013691469027887636,0.01360991955486902,0.013382215681663335,0.013388055454969213
0.0031460707836250676,0.43439611783537324,0.003122890023664995,0.5561643972722368,0.00317052408509993
0.005445728108919307,0.9784279379470501,0.005439749703610546,0.005318083518790936,0.005368500721629259
0.015668212481211558,0.4465728228969143,0.506332825447501,0.01550713843449876,0.015919000739874484
0.012827420714282143,0.3547547709961807,0.012728151674704867,0.012584422019208995,0.6071052345956233
0.01125662337502923,0.6148189487168233,0.01124177952048742,0.011466212239016841,0.35121643614864323
0.01581422856625716,0.5125589156295117,0.01558277543047375,0.015594681418516474,0.4404493989552409
0.9547983779112958,0.011420099911351582,0.011411574919292452,0.01118576712517751,0.011184180132882535
0.7516730241238018,0.21643162659634124,0.010661174556462422,0.010669060954376685,0.010565113769017722
0.9324883462773658,0.017014474586267335,0.0169140179043231,0.016770697833780913,0.016812463398263068
0.6144986357942853,0.3448528761721237,0.013723415030131756,0.01348380891239594,0.013441264091063389
0.6031990734005008,0.3562289587405574,0.013687521321800414,0.013374511160344065,0.01350993537679736
0.0032433288734055083,0.8859705004217645,0.1042628627554038,0.0032381526300584275,0.0032851553193676956
0.014675762333375461,0.9416441678972605,0.014752873615315779,0.01436570665889969,0.014561489495148535
0.012142964744143505,0.9522596925745938,0.011915424871007205,0.011801247257364672,0.011880670552890549
0.012035430402108006,0.7166015967122746,0.1471121055406841,0.1124177765044727,0.011833090840460324
0.23008894470679536,0.3511439865267368,0.007357046479961,0.007318137594653257,0.4040918846918534
0.015772124575177453,0.9374574655192326,0.01566033234897659,0.015505433237736716,0.015604644318876721
0.7359967245452068,0.22843017284985087,0.011944275550856908,0.011799140619769574,0.011829686434316
0.011421787342871616,0.6645549095624592,0.011433751211967358,0.3012523350554515,0.011337216827250356
0.010802622626735231,0.9565271638401979,0.011086410589549402,0.01083556621179239,0.010748236731725052
0.012889215503599801,0.9488416793897806,0.012999515921256057,0.012594695693335753,0.012674893492027706
0.010835600693075006,0.849823303226969,0.010928745843886515,0.01061928752982979,0.11779306270623963
0.014555630676109923,0.9423070592036142,0.014459661576810334,0.014337321400726535,0.014340327142739065
0.7008257663712505,0.2526873795661724,0.015528956135673637,0.015490990909290831,0.015466907017612753
0.9457358160367737,0.01376507442312937,0.013574012155803467,0.013425423786500055,0.01349967359779328
0.41362978196800415,0.5584058312585384,0.009501612889196528,0.009221349404895236,0.009241424479365764
0.007553488076310847,0.9699454053805393,0.007480301566614558,0.007500855156358715,0.007519949820176458
0.32486424884600584,0.6472126304922959,0.009291172635128409,0.009349192164759627,0.00928275586181022
0.00601403982545231,0.2634861873651539,0.2184959432853535,0.006072775378400457,0.50593105414564
0.013784422418351422,0.945408954342419,0.013642635513684056,0.013623560303423873,0.013540427422121628
0.25018823655563527,0.7308125315365178,0.0063489767235516935,0.00633467151862532,0.006315583665669884
0.4172658764927232,0.5360130104553867,0.015688497381683892,0.015507131161603514,0.015525484508602689
0.00966139713388552,0.46182372082448053,0.5092613759832582,0.00961195326828446,0.009641552790091214
0.011532372016335588,0.9545938565344986,0.011356458006107056,0.011264479767104043,0.01125283367595475
0.012809645664783511,0.9491166832446206,0.012746644249128638,0.01265957908860585,0.012667447752861525
0.11891414267147742,0.8489036803868114,0.010841034189204643,0.01067870383847586,0.010662438914030826
0.017064269638300374,0.9327628046569723,0.016753636825065376,0.01669111176000362,0.01672817711965843
0.011432394997662213,0.3675625368125582,0.5986006447256008,0.011200403369803559,0.01120402009437525
0.009722800887002486,0.8456477019255629,0.12521811638756689,0.00966509978572838,0.009746281014139224
0.2789344431063876,0.6743611336852855,0.015654293853722235,0.015506193795782353,0.015543935558822213
0.24428822309497428,0.7253058433268313,0.010211269550436393,0.010112776568365548,0.010081887459392615
0.3648914999209644,0.013872018984966945,0.5942924208010635,0.013366475491845655,0.013577584801159519
0.0127112668520063,0.539783048127898,0.012677961800632336,0.012646803081099615,0.4221809201383637
0.94187055412777,0.01460015280665705,0.014810159600675797,0.014338922263910394,0.014380211200986705
0.2962924345954173,0.6782329571477109,0.008452896048887049,0.008548126035105399,0.008473586172879364
0.010780315535813847,0.4935227486414787,0.010740612782589531,0.010652201892286436,0.47430412114783155
0.007896219912776017,0.2504651602902592,0.725941792366674,0.00789484311250173,0.007801984317789183
0.3588523154485354,0.2575470109210835,0.009356349918290341,0.3650459624593609,0.009198361252729865
0.005165847547743402,0.6151613298186589,0.36937133137109157,0.005120690593764639,0.005180800668741464
0.31214479277412166,0.399271269491846,0.013450285288719619,0.2616381083882332,0.013495544057079496
0.2511748259653458,0.541113123829499,0.06378775618356089,0.0023189972408257553,0.14160529678076839
0.4473497317435137,0.5282674453641503,0.008098616225240194,0.008214163315508212,0.008070043351587692
0.5606814319436243,0.01128043221383179,0.011336828132399158,0.011252776526136599,0.40544853118400825
0.013691226824947571,0.013794431581376075,0.013614012193309676,0.013861938703317266,0.9450383906970494
0.012888622570961236,0.012854844069731705,0.9485628533193761,0.012968717488291148,0.012724962551639907
0.2119044275069378,0.32934967881620825,0.014560013754974793,0.014816063141516489,0.4293698167803627
0.8291860048508785,0.014781820880594274,0.014596293796116688,0.014405568575442193,0.1270303118969684
0.285004307363371,0.6685372152814454,0.015515045291839646,0.01545415207621434,0.015489279987129526
0.44071328737752485,0.0037094645115243827,0.05123008186107193,0.5006278905640938,0.003719275685785122
0.2357186758848113,0.006829746492654825,0.006769331035413036,0.7439618527015344,0.006720393885586485
0.1847458147933245,0.1649773654506086,0.29166024781891814,0.013457768508375097,0.34515880342877364
